"Section","Unit","Designation","Phone","Email"
"Special Units","Home, Civil Defence, Fire & Emergency Services","Additional Director General, Fire & Emergency Services & SDRF","080-22971567, 080-25575575 / 9448461144","adgp.ksfes@ka.gov.in"
"Special Units","Home, Civil Defence, Fire & Emergency Services","Deputy Inspector General, Fire & Emergency Services","080-22971505 / 9480823603","digp.ksfes@ka.gov.in"
"Special Units","Home, Civil Defence, Fire & Emergency Services","Deputy Inspector General & Additional Commandant General, Home Guards","080-25573333 / 9448021663","adgphgcdban@gmail.com"
"Special Units","Home, Civil Defence, Fire & Emergency Services","Deputy Commandant General, Home Guards","080-25573553 / -","dcghgcd935@gmail.com"
"Special Units","Home, Civil Defence, Fire & Emergency Services","Commandant, Home Guards & Civil Defence Academy","080-25541505 / 9448797990","comdthgcd@gmail.com"
"Special Units","Home, Civil Defence, Fire & Emergency Services","Chief Fire Officer East","080-22971513 / 9448100177","cfoblreast@gmail.com"
"Special Units","Home, Civil Defence, Fire & Emergency Services","Commandant, Fire & Emergency Services Training","080-29564055 / 9448100177","cfireacademy@gmail.com"
"Special Units","Home, Civil Defence, Fire & Emergency Services","Chief Fire Officer West","080-22971523 / 9449478178","cfobngwestksfes@gmail.com"
"Special Units","Home, Civil Defence, Fire & Emergency Services","Deputy Director (Administration)","080-22971507 / 9449549823","dda.ksfes@ka.gov.in"
"Special Units","Home, Civil Defence, Fire & Emergency Services","Director, Fire Service","080-25540656 / 9448132101","director.ksfes@ka.gov.in"
"Special Units","Home, Civil Defence, Fire & Emergency Services","Deputy Director (Technical)","080-25544042 / 8277007351","ddt.ksfes@ka.gov.in"
"Special Units","Home, Civil Defence, Fire & Emergency Services","North Fire Station, Bengaluru","080-22971536 / -","fsonorth.ksfes@ka.gov.in"
"Special Units","Home, Civil Defence, Fire & Emergency Services","South Fire Station, Bengaluru","080-22971535 / -","fsosouth.ksfes@ka.gov.in"
"Special Units","Home, Civil Defence, Fire & Emergency Services","City Fire Control Room","080-22971500 / 600 / -",""
"Special Units","Home, Civil Defence, Fire & Emergency Services","Home Guards Control Room","080-25553234 / -","hgcdhqrsban@gmail.com"
"Special Units","Home, Civil Defence, Fire & Emergency Services","Civil Defence Control Room","080-22267920 / -",""
"Special Units","Internal Security Division (ISD)","DGP, ISD","080-22943816 / 25304575 / 9480800008","dgisd@ksp.gov.in"
"Special Units","Internal Security Division (ISD)","ADGP, ISD","080-22943812 / 25303900 / 9480800055","adgpis@ksp.gov.in"
"Special Units","Internal Security Division (ISD)","IGP, Counter Intelligence and Investigation","080-22943812 / 9480800055",""
"Special Units","Internal Security Division (ISD)","ADGP, Second-In-Command Karnataka State Bengaluru","080-22943812 / 25303900 / 9480800055",""
"Special Units","Internal Security Division (ISD)","IGP, Operation, ISD","080-25302070 / 080-22943801 / 9480800601","igpisd@ksp.gov.in"
"Special Units","Internal Security Division (ISD)","IGP, Security Division, ISD","080-22943813 / 9480800603","igpisdsecurity@ksp.gov.in"
"Special Units","Internal Security Division (ISD)","DIGP, Commander, ANF ISD","—","digpanf@ksp.gov.in"
"Special Units","Internal Security Division (ISD)","DIGP, Admin ISD","080-22943811 / 25592733 / 9480800606","digpis@ksp.gov.in"
"Special Units","Internal Security Division (ISD)","SP, HQ ISD","080-22943824 / 25592736 / 9480800607","sphqisd@ksp.gov.in"
"Special Units","Internal Security Division (ISD)","Director CCT, ISD","080-22943818 / 25593961 / 29516151 / 9480800604","dircctisd@ksp.gov.in"
"Special Units","Internal Security Division (ISD)","SP, ISD, B’luru City","080-22346789 / 9480800609","spbcpcrerisd@ksp.gov.in"
"Special Units","Internal Security Division (ISD)","SP, SR/WR, ISD","0824-2423600 / 9480800612","spwrsrisd@ksp.gov.in"
"Special Units","Internal Security Division (ISD)","SP, ISD Northern Range, Dharwad","0836-2774833 / 9480800613","spnrisd@ksp.gov.in"
"Special Units","Internal Security Division (ISD)","SP, ANF, Karkala","08258-233888 / 9480800510","spanf@ksp.gov.in"
"Special Units","Internal Security Division (ISD)","SP CSP, Udupi","0820-2538120 / 2538100 / 9480800555","spcsp@ksp.gov.in"
"Special Units","Internal Security Division (ISD)","SP, ISD, North-Eastern Range, Kalaburagi","08472-262521 / 9480800611","spisdner@ksp.gov.in"
"Special Units","Internal Security Division (ISD)","SP, Admin, ISD","080-25592737 / 22943817 / 9480800608","spadminisd@ksp.gov.in"
"Special Units","Internal Security Division (ISD)","Commandant KSISF-I BN, Bengaluru","080-22942291 / 22942285 / 9480800610","cmdbtn1ksisf@ksp.gov.in"
"Special Units","Internal Security Division (ISD)","DEPUTY COMMANDANT KSISF-I & METRO QRT","080-22942291 / 29791560-C/R / 9480800647","crksisf@ksp.gov.in"
"Special Units","Internal Security Division (ISD)","Commandant KSISF-II BN, Shivamogga","08182-296211 / 9480800616","cmdbtn2ksisf@ksp.gov.in"
"Special Units","Internal Security Division (ISD)","SP, Center for Counter Terrorism (CCT), ISD","080-25746151 / 9480800605","spcct@ksp.gov.in"
"Special Units","Internal Security Division (ISD)","Commandant KSISF-III BN, Dharwad","0836-2777790 / 9480800637","cmbtn3ksisf@ksp.gov.in"
"Special Units","Internal Security Division (ISD)","Commandant KSISF-IV BN, MYSURU","— / 9886967508",""
"Special Units","Internal Security Division (ISD)","PI (WIRELESS) ISD","080-22943801 / 080-25596006 / 9480800666",""
"Special Units","Internal Security Division (ISD)","ISD CONTROL ROOM","080-22943801 / 25596006 / 9480800600","crisd@ksp.gov.in"
"Special Units","Internal Security Division (ISD)","CSP CONTROL ROOM","0820-2538100 / 9480800573","cspudp@ksp.gov.in"
"Special Units","Internal Security Division (ISD)","CCT CONTROL ROOM","080-29526151 / 9480800672","crcct@ksp.gov.in"
"Special Units","Internal Security Division (ISD)","ANF CONTROL ROOM","08258-233111 / 9480800521","cranf@ksp.gov.in"
"Special Units","Internal Security Division (ISD)","KSISF 1 st BN, CONTROL ROOM","080-29791560 / 22943270 / 9480800783","crksisf@ksp.gov.in"
"Special Units","Internal Security Division (ISD)","KSISF 2 nd BN, CONTROL ROOM","08182-291100 / 9480800648","crksisf2@ksp.gov.in"
"Special Units","Internal Security Division (ISD)","KSISF 3 rd BN, CONTROL ROOM","0836-2777799 / —","cr3btnksisf@ksp.gov.in"
"Special Units","Internal Security Division (ISD)","DSP, ISD ADMIN","— / 9480800617",""
"Special Units","Internal Security Division (ISD)","DSP, ISD SECURITY AUDIT","— / 9480800618",""
"Special Units","Internal Security Division (ISD)","DSP, ISD DOCUMENTATION","— / 9480800619",""
"Special Units","Internal Security Division (ISD)","DSP, ISD TECHNICAL","— / 9480800620",""
"Special Units","Internal Security Division (ISD)","DSP, ISD BENGALURU EAST","— / 9480800623",""
"Special Units","Internal Security Division (ISD)","DSP, ISD BENGALURU WEST","— / 9480800626",""
"Special Units","Internal Security Division (ISD)","DSP, ISD BENGALURU CENTRAL","— / 9480800627",""
"Special Units","Internal Security Division (ISD)","PI, MTO, ISD","— / 9480800628",""
"Special Units","Internal Security Division (ISD)","PI, TECH WING (CDR)","— / 9480800640",""
"Special Units","Internal Security Division (ISD)","PI, NORTH EAST DIVISION","— / 9480800687",""
"Special Units","Internal Security Division (ISD)","PI, TECHNICAL WING DR","— / 9480800689",""
"Special Units","Internal Security Division (ISD)","PI, SOUTH DIVISION BENGALURU","— / 9480800706",""
"Special Units","Internal Security Division (ISD)","PI, ISD SMAC","— / 9480800708",""
"Special Units","Internal Security Division (ISD)","PI, ISD SOUTH EAST DIVISION","— / 9480800736",""
"Special Units","Internal Security Division (ISD)","PI, LOGISTIC","— / 9480800738",""
"Special Units","Internal Security Division (ISD)","PI, ISD DOCUMENTATION","— / 9480800664",""
"Special Units","Internal Security Division (ISD)","PI, TECH WING DOCUMENTATION-2","— / 9480800665",""
"Special Units","Internal Security Division (ISD)","PI, EAST DIVISION BENGALURU","— / 9480800667",""
"Special Units","Internal Security Division (ISD)","PI, WEST DIVISION BENGALURU","— / 9480800668",""
"Special Units","Internal Security Division (ISD)","PI, TECH WING SOCIAL MEDIA","— / 9480800669",""
"Special Units","Internal Security Division (ISD)","PI, TECH WING INTERCEPTION","— / 9480800670",""
"Special Units","Internal Security Division (ISD)","ISD, SYSTEM ADMIN","— / 9480800688",""
"Special Units","Karnataka Lokayukta","Hon’ble Lokayuktha","080-22257638 / RES-22207773 / 22207772 / 9448289002","kla.kar@nic.in"
"Special Units","Karnataka Lokayukta","Hon’ble Upalokayuktha-I","22343747 / RES-23512269 / 9480812202","kla-kula1-ka@nic.in"
"Special Units","Karnataka Lokayukta","Hon’ble Upalokayuktha-II","22259499 / 9008430096","kla-kula2-ka@nic.in"
"Special Units","Karnataka Lokayukta","ADGP, KLA","22942229 / 22353754 / 22281470 / 9364062501 / 9480800106","kla-adg@nic.in"
"Special Units","Karnataka Lokayukta","IGP, KLA","22943669 / 22011327 / 9364062502","kla.igp-ka@karnataka.gov.in"
"Special Units","Karnataka Lokayukta","Registrar, KLA","22251394 / 9448477772","kla-reg@nic.in"
"Special Units","Karnataka Lokayukta","Deputy Registrar, Admin-1","22353823 / 22257013 / 9945916758","kla-dra1-ka@gov.in"
"Special Units","Karnataka Lokayukta","Deputy Registrar, Admin-2","22011270 / 9663982799","kla-dra2-ka@gov.in"
"Special Units","Karnataka Lokayukta","Deputy Director (Statistics)","22011296 / 22011295 / 9986213744","kla.jds@nic.in"
"Special Units","Karnataka Lokayukta","KLA EXCHANGE","22011289 / 22011052 / 22257013 / 22250278 / 22342105 / —",""
"Special Units","Karnataka Lokayukta","SP Bengaluru City-II, KLA","080-22011273 / 9364062505",""
"Special Units","Karnataka Lokayukta","SP, KLA, Bengaluru Rural","080-22353821 / 22011598 / 9364062509","kla_spbangalore_ka@ka.gov.in"
"Special Units","Karnataka Lokayukta","SP Scrutiny, KLA","080-22342101 / 22011392 / 9364062508","kla-sp4-ka@ka.gov.in"
"Special Units","Karnataka Lokayukta","SP Bengaluru City-I, KLA","22011206 / 22011205 / 22353850 / 9364062507","kla-citysp-ka@nic.in"
"Special Units","Karnataka Lokayukta","SP Admin, KLA","080-22011259 / 22011260 / 22353755 / 9364062504","kla-sp@nic.in"
"Special Units","Karnataka Lokayukta","SP, KLA, Mysuru","0821-2957494 / 9364062521","kla-myssp-ka@nic.in"
"Special Units","Karnataka Lokayukta","SP, KLA, Belagavi","0831-2950756 / 9364062512","kla-spbgm-ka@nic.in"
"Special Units","Karnataka Lokayukta","SP, KLA, Ramanagar","080-27276066 / 29916006 / 9364062524","kla-spramngr-ka@nic.in"
"Special Units","Karnataka Lokayukta","SP, KLA, Dharwad","0836-2957651 / 9364062516","kla-spdwd-ka@nic.in"
"Special Units","Karnataka Lokayukta","SP, KLA, Chikkaballapura","08156-295193 / 9364062514","kla-cbpursp-ka@nic.in, spklacbpura@gmail.com"
"Special Units","Karnataka Lokayukta","SP, KLA, Kolara","08152-295805 / 9364062520","kla-klrsp-ka@nic.in"
"Special Units","Karnataka Lokayukta","SP Enquiries, KLA","080-22342102 / 22011505 / 9364062506","kla_spbangalore_ka@ka.gov.in"
"Special Units","Karnataka Lokayukta","SP, KLA, Mandya","08232-291185 / 9364062522","Kla.sp-mdy@karnataka.gov.in"
"Special Units","Karnataka Lokayukta","SP, KLA, Hassan","08172-268005 / 295198 / 9364062518","kla-hsnsp-ka@nic.in"
"Special Units","Karnataka Lokayukta","SP, KLA, Tumkur","0816-2950332 / 2278540 / 9364062526","kla-sptkr-ka@nic.in"
"Special Units","Karnataka Lokayukta","SP, KLA, Davanagere","08192-296027 / 9364062515","Kla-spdvg_ka@nic.in"
"Special Units","Karnataka Lokayukta","SP, KLA, Chitradurga","08194-295638 / 9364062513","kla-spcdg-ka@nic.in, splokcta@ksp.gov.in"
"Special Units","Karnataka Lokayukta","SP, KLA, Ballari","08392-294825 / 9364062511","kla-blrysp-ka@nic.in"
"Special Units","Karnataka Lokayukta","SP, KLA, Karwar","08382-295293 / 08382-220198 / 9364062527","kla-kwrsp-ka@nic.in"
"Special Units","Karnataka Lokayukta","SP, KLA, Mangaluru","0824-2950997 / 9364062517","kla-spmng-ka@nic.in"
"Special Units","Karnataka Lokayukta","SP, KLA (Co-Ordination & Training)","080-22011287 / 9364062503",""
"Special Units","Karnataka Lokayukta","SP, KLA, Bagalkote","08354-226200 / 9364062510",""
"Special Units","Karnataka Lokayukta","SP, KLA, Raichur","08532-226592 / 295376 / 9364062523","kla-sprcr-ka@nic.in"
"Special Units","Karnataka Lokayukta","SP, KLA, Vijayapura","08352-252252 / 295074 / 9364062528","spklabjp@gmail.com, kla-bjpsp-ka@nic.in"
"Special Units","Karnataka Lokayukta","SP, KLA, Kalaburgi","08472-295364 / 9364062519","kla-gbasp-ka@nic.in"
"Special Units","Karnataka Lokayukta","SP, KLA, Yadagiri","08473-253355 / 253802 / 250077 / 9364062529","spklayadagir@gmail.com, kla-spydr-ka@nic.in"
"Special Units","Karnataka Lokayukta","SP, KLA, Shivamogga","08182-222276 / 295464 / 222671 / 9364062525","kla.sp-smg@karnataka.gov.in"
"Special Units","Karnataka Lokayukta","DSP, KLA, BELAGAVI","0831-2421922 / 9364062554 / 9364062555 / 9364062556",""
"Special Units","Karnataka Lokayukta","DSP, KLA, BAGALKOTE","08354-236200 / 2421922 / 9364062558",""
"Special Units","Karnataka Lokayukta","DSP, KLA, BALLARI","08392-271875 / 9364062552",""
"Special Units","Karnataka Lokayukta","DSP, KLA, BIDAR","08482-295445 / 9364062571",""
"Special Units","Karnataka Lokayukta","DSP, KLA, GADAG","08372-220007 / 295551 / 9364062566",""
"Special Units","Karnataka Lokayukta","DSP, KLA, HAVERI","08375-296021 / 237167 / 9364062563",""
"Special Units","Karnataka Lokayukta","DSP, KLA, HOSPETE","— / 9364062632",""
"Special Units","Karnataka Lokayukta","DSP, KLA, KODAGU","08272-295297 / 9364062578",""
"Special Units","Karnataka Lokayukta","DSP, KLA, KOPPAL","08539-295200 / 220553 / 9364062583 / 9364062699",""
"Special Units","Karnataka Lokayukta","DSP, KLA, KOLAR","08152-295805 / 9364062573 / 9364062574",""
"Special Units","Karnataka Lokayukta","DSP, KLA, MANDYA","08232-295657 / 224450 / 9364062586",""
"Special Units","Karnataka Lokayukta","DSP, KLA, CHIKKAMAGALURU","08262-230179 / 295679 / 9364062568",""
"Special Units","Karnataka Lokayukta","DSP, KLA, CHITRADURGA","08194-231530 / 9364062559",""
"Special Units","Karnataka Lokayukta","DSP, KLA, CHAMARAJANAGARA","08226-226177 / 223333 / 9364062577",""
"Special Units","Karnataka Lokayukta","DSP, KLA, CHIKKABALLAPURA","— / 9364062561",""
"Special Units","Karnataka Lokayukta","DSP, KLA, DAVANAGERE","08192-236820 / 9364062562",""
"Special Units","Karnataka Lokayukta","DSP, KLA, SHIVAMOGGA","08182-229671 / 9364062560",""
"Special Units","Karnataka Lokayukta","DSP, KLA, UDUPI","0820-2536661 / 0820-2958881 / 9364062581",""
"Special Units","Karnataka Lokayukta","DSP, KLA, DHARWAD","0836-2793999 / 9364062564 / 9364062565",""
"Special Units","Karnataka Lokayukta","DSP, KLA, KARWAR","08382-222202 / 220198 / 9364062572",""
"Special Units","Karnataka Lokayukta","DSP, KLA, VIJAYAPURA","08352-255333 / 9364062557",""
"Special Units","Karnataka Lokayukta","DSP, KLA, KALABURAGI","08472-295364 / 9364062569 / 9364062570",""
"Special Units","Karnataka Lokayukta","DSP, KLA, RAMANAGARA","080-27275050 / 29915006 / 9364062584 / 9364062585",""
"Special Units","Karnataka Lokayukta","DSP, KLA, MANGALURU (D.K)","0824-2443420 / 9364062579",""
"Special Units","Karnataka Lokayukta","DSP, KLA, HASSAN","08172-232198 / 9364062567",""
"Special Units","Karnataka Lokayukta","DSP, KLA, VIJAYANAGAR","08394-295206 / 9364062553",""
"Special Units","Karnataka Lokayukta","DSP, KLA, MYSURU","0821-2521100 / 9364062575 / 9364062576",""
"Special Units","Karnataka Lokayukta","DSP, KLA, RAICHUR","08532-226173 / 9364062582",""
"Special Units","Karnataka Lokayukta","DSP, KLA, TUMAKURU","0816-2251460 / 9364062587 / 9364062588",""
"Special Units","Karnataka Lokayukta","DSP, KLA, YADAGIRI","08473-250077 / 9364062589",""
"Special Units","Special Investigation Team (SIT)","ADGP, Special Investigation Team, KLA","080-23411492 / 9449840242","igpsit-kla@nic.in"
"Special Units","Special Investigation Team (SIT)","SP, SIT KLA-I","080-23411491 / 9449840243","sp1sit-kla@nic.in"
