AGID,Name,Rank,Email,Mobile,Landline,District,Office,Unit
AGID0798,CPI Bethamangala Circle,CPI,cpibethamangalakgf@ksp.gov.in,9480802730,274575,KGF,Bethamangala Circle,L&O
AGID0799,CPI Bhadravathi Town Circle,CPI,cpibdvttownshi@ksp.gov.in,9480803331,,Shivamogga,Bhadravathi Town Circle,L&O
AGID0800,CPI Bhalki Rural Circle,CPI,cpibhalkiruralbdrdr@ksp.gov.in,9480803433,08484-260312,Bidar,Bhalki Rural Circle,L&O
AGID0801,CPI Bhatkal Rural Circle,CPI,cpibhatkalukwr@ksp.gov.in,9480805232,08385-226813,Uttara Kannada,Bhatkal Rural Circle,L&O
AGID0238,CPI Bidar Rural Circle,CPI,cpiruralbdr@ksp.gov.in,9480803439,08482-226707,Bidar,Bidar Rural Circle,L&O
AGID0239,CPI Bidar Town Circle,CPI,cpitownbdr@ksp.gov.in,9480803431,,Bidar,Bidar Town Circle,L&O
AGID0802,CPI Biligere Circle,CPI,biligeremys@ksp.gov.in,9480805032,8221226226,Mysuru,Biligere Circle,L&O
AGID0803,CPI Birur Circle,CPI,cpibirurckm@ksp.gov.in,9480805137,08267-255890,Chikkamagaluru,Birur Circle,L&O
AGID0804,CPI Brahmavara Circle,CPI,cpibrahmavarudp@ksp.gov.in,9480805432,0820-2561966,Udupi,Brahmavara Circle,L&O
AGID0805,CPI Byadagi Circle,CPI,cpibyadagihvr@ksp.gov.in,9480804531,08375-228633,Haveri,Byadagi Circle,L&O
AGID0806,CPI Bylakuppa Circle,CPI,cpibyalakuppemys@ksp.gov.in,9480805055,8223274172,Mysuru,Bylakuppa Circle,L&O
AGID0807,CPI Byndoor Circle,CPI,cpibyndoorudp@ksp.gov.in,9480805434,08254-251031,Udupi,Byndoor Circle,L&O
AGID0808,CPI Chadachan Circle,CPI,cpichadachanbjp@ksp.gov.in,9480804234,08422-278935,Vijayapura,Chadachan Circle,L&O
AGID0809,CPI Channapatna (T) Circle,CPI,cpipatnatownrmn@ksp.gov.in,9480802834,27251621,Ramanagara,Channapatna (T) Circle,L&O
AGID0810,CPI Channapatna Rural Circle,CPI,cpicpatnatownrmn@ksp.gov.in,9480802835,27251416,Ramanagara,Channapatna Rural Circle,L&O
AGID0811,CPI Chelur Circle,CPI,cpichelurcbpura@ksp.gov.in,9480802532,08150-280099,Chikkaballapura,Chelur Circle,L&O
AGID0812,CPI Chikkaballapura Circle,CPI,,,,Chikkaballapura,Chikkaballapura Circle,L&O
AGID0813,CPI Chikkanaayakanahalli,CPI,cpicnhallitkr@ksp.gov.in,9480802939,08133-267234,Tumkur,Chikkanaayakanahalli,L&O
AGID0814,CPI Chikkodi Circle,CPI,cpichikkodibgm@ksp.gov.in,9480804041,08338-272112,Belagavi,Chikkodi Circle,L&O
AGID0815,CPI Chincholli Circle,CPI,cpichincholigba@ksp.gov.in,9480803540,08475-291033,Kalaburagi,Chincholli Circle,L&O
AGID0816,CPI Chitaguppa Circle,CPI,cpichitaguppabdr@ksp.gov.in,9480803434,08483-277188,Bidar,Chitaguppa Circle,L&O
AGID0817,CPI Chitradurga Extension Circle,CPI,cpitowncta@ksp.gov.in,9480803164,08194-223295,Chitradurga,Chitradurga Extension Circle,L&O
AGID0818,CPI Dandeli Circle,CPI,cpidandeliukwr@ksp.gov.in,9480805235,08284-231363,Uttara Kannada,Dandeli Circle,L&O
AGID0569,CPI Davanagere Traffic Circle,CPI,cpitrafficdvg@ksp.gov.in,9480803237,,Davanagere,Davanagere Traffic Circle,Traffic
AGID0819,CPI Devadurga Rural Circle,CPI,cpideodurgarcr@ksp.gov.in,9480803835,08531-260008,Raichur,Devadurga Rural Circle,L&O
AGID0820,CPI Gandhinagar Circle,CPI,epicitydvg@ksp.gov.in,9480803233,08192-272011,Davanagere,Gandhinagar Circle,L&O
AGID0821,CPI Garag Circle,CPI,cpiruraldwd@ksp.gov.in,9480804330,0836-2233213,Dharwad,Garag Circle,L&O
AGID2619,CPI Gauribidanur Circle,CPI,,9480802531,,Chikkaballapura,Gauribidanur Circle,L&O
AGID0822,CPI Gokak Circle,CPI,cpigokakbgm@ksp.gov.in,9480804034,08332-226337,Belagavi,Gokak Circle,L&O
AGID0823,CPI Golgumbaz Circle,CPI,cpigolgumbazbjp@ksp.gov.in,9480804200,,Vijayapura,Golgumbaz Circle,L&O
AGID0824,CPI Gonikoppa Circle,CPI,cpigcoppamer@ksp.gov.in,9480804935,8274247209,Kodagu,Gonikoppa Circle,L&O
AGID0825,CPI Gownipalli Circle,CPI,cpigownipalliklr@ksp.gov.in,9480802634,,Kolar,Gownipalli Circle,L&O
AGID0826,CPI Gubbi Circle,CPI,cpigubbitkr@ksp.gov.in,9480802935,08131-222210,Tumkur,Gubbi Circle,L&O
AGID0827,CPI H.B.Halli Circle,CPI,cpihbhallivjn@ksp.gov.in,9480805737,,Vijayanagara,H.B.Halli Circle,L&O
AGID0828,CPI Hadagali Circle,CPI,cpihadagalivjn@ksp.gov.in,9480805780,,Vijayanagara,Hadagali Circle,L&O
AGID0829,CPI Halagur Circle,CPI,halagurumdy@ksp.gov.in,9480804834,8232242555,Mandya,Halagur Circle,L&O
AGID0830,CPI Halebeedu Circle,CPI,cpibelurhsn@ksp.gov.in,9480804732,817722246,Hassan,Halebeedu Circle,L&O
AGID0831,CPI Haliyal Circle,CPI,cpihaliyalukwr@ksp.gov.in,9480805236,08284-220333,Uttara Kannada,Haliyal Circle,L&O
AGID0832,CPI Hampi Circle,CPI,cpihampivjn@ksp.gov.in,9480805732,,Vijayanagara,Hampi Circle,L&O
AGID0833,CPI Hanagal Circle,CPI,cpihanagalhvr@ksp.gov.in,9480804535,08379-262207,Haveri,Hanagal Circle,L&O
AGID0834,CPI Harapanahalli Circle,CPI,cpiharapanhallivjn@ksp.gov.in,9480805736,08398-280064,Vijayanagara,Harapanahalli Circle,L&O
AGID0835,CPI Harihara Circle,CPI,cpihariharadvg@ksp.gov.in,9480803234,08192-272016,Davanagere,Harihara Circle,L&O
AGID0836,CPI Harugeri Circle,CPI,cpiharoogeribgm@ksp.gov.in,9480804043,08331-224633,Belagavi,Harugeri Circle,L&O
AGID0837,CPI Haveri Rural Circle,CPI,cpihaveriruralhvr@ksp.gov.in,9480804530,08375-232493,Haveri,Haveri Rural Circle,L&O
AGID0838,CPI Hirekerur Circle,CPI,cpihirekerurhvr@ksp.gov.in,9480804533,08376-282204,Haveri,Hirekerur Circle,L&O
AGID0839,CPI Hiresave Circle,CPI,cpihirisavehsn@ksp.gov.in,9480804736,8176252237,Hassan,Hiresave Circle,L&O
AGID0840,CPI Holalkere Circle,CPI,cpihlkcta@ksp.gov.in,9480803135,08191-275376,Chitradurga,Holalkere Circle,L&O
AGID0841,CPI Holenarsipura Circle,CPI,cpihnpurahsn@ksp.gov.in,9480804735,8175273349,Hassan,Holenarsipura Circle,L&O
AGID0842,CPI Honnavar Circle,CPI,cpihonnavarukwr@ksp.gov.in,9480805233,08387-221287,Uttara Kannada,Honnavar Circle,L&O
AGID0843,CPI Humnabad Circle,CPI,cpihumnabadbdr@ksp.gov.in,9480803435,08483-270159,Bidar,Humnabad Circle,L&O
AGID0844,CPI Hunagund Circle,CPI,,9480803932,08351-260333,Bagalkote,Hunagund Circle,L&O
AGID0845,CPI Hunsagi Circle,CPI,cpishorapurydr@ksp.gov.in,9480803536,08444-200488,Yadgiri,Hunsagi Circle,L&O
AGID0846,CPI Indi Rural Circle,CPI,cpindiabjp@ksp.gov.in,9480804233,08359-225233,Vijayapura,Indi Rural Circle,L&O
AGID0847,CPI Jamakhandi Circle,CPI,cpijamakhandibgk@ksp.gov.in,9480803934,08353-220133,Bagalkote,Jamakhandi Circle,L&O
AGID0848,CPI Jewargi Circle,CPI,spjewargigba@ksp.gov.in,9480803533,,Kalaburagi,Jewargi Circle,L&O
AGID0849,CPI Joida Circle,CPI,cpijoidaukwr@ksp.gov.in,9480805237,08383-282626,Uttara Kannada,Joida Circle,L&O
AGID0850,CPI K.R.Sagar Circle,CPI,cpisrpatnamdy@ksp.gov.in,9480804832,8236252305,Mandya,K.R.Sagar Circle,L&O
AGID0851,CPI Kadur Circle,CPI,cpikadurckm@ksp.gov.in,9480805138,08267-222266,Chikkamagaluru,Kadur Circle,L&O
AGID0852,CPI Kalaburagi Rural Circle,CPI,,9480803530,08478-200494,Kalaburagi,Kalaburagi Rural Circle,L&O
AGID0853,CPI Kalagi Circle,CPI,cpikalagigba@ksp.gov.in,9480803542,08474-227622,Kalaburagi,Kalagi Circle,L&O
AGID0854,CPI Kamalanagar Circle,CPI,cpiknagarbdr@ksp.gov.in,9480803436,08484-282324,Bidar,Kamalanagar Circle,L&O
AGID0855,CPI Kamasamudram Circle,CPI,cpikamasamudramkgf@ksp.gov.in,9480802733,259028,KGF,Kamasamudram Circle,L&O
AGID0856,CPI Kanakapura (R) Circle,CPI,kpuraruralrmn@ksp.gov.in,9480802836,27522044,Ramanagara,Kanakapura (R) Circle,L&O
AGID0857,CPI Kargal Circle,CPI,kargalshi@ksp.gov.in,9480803336,08186-240324,Shivamogga,Kargal Circle,L&O
AGID0858,CPI Karkala Circle,CPI,cpikarkalaudp@ksp.gov.in,9480805435,08258-231083,Udupi,Karkala Circle,L&O
AGID0859,CPI Kaup Circle,CPI,cpikaupudp@ksp.gov.in,9480805431,0820-2552133,Udupi,Kaup Circle,L&O
AGID0860,CPI Kencharlahalli Circle,CPI,cpikhallicbpura@ksp.gov.in,9480802533,08154-258640,Chikkaballapura,Kencharlahalli Circle,L&O
AGID0861,CPI Keregodu Circle,CPI,cpiruralmdy@ksp.gov.in,9480804831,8232221107,Mandya,Keregodu Circle,L&O
AGID0862,CPI Kittur Circle,CPI,cpikitturbgmeksp.gov.in,9480804038,,Belagavi,Kittur Circle,L&O
AGID0863,CPI Kolar (T) Circle,CPI,cpiklrtownklr@ksp.gov.in,,,Kolar,Kolar (T) Circle,L&O
AGID0864,CPI Kolar Rural Circle,CPI,cpiklrruralklr@ksp.gov.in,,,Kolar,Kolar Rural Circle,L&O
AGID0865,CPI Kollegala Circle,CPI,cpikollegalchn@ksp.gov.in,9480804633,8224254051,Chamarajanagara,Kollegala Circle,L&O
AGID0866,CPI Koppa Circle,CPI,cpikoppackm@ksp.gov.in,9480805133,08265-222127,Chikkamagaluru,Koppa Circle,L&O
AGID0867,CPI Koppal (R) PS,CPI,cpiruralkpl@ksp.gov.in,9480803731,08539-221333,Koppal,Koppal (R) PS,L&O
AGID0868,CPI Koratagere Circle,CPI,cpikoratageretkr@ksp.gov.in,9480802954,08138-232136,Tumkur,Koratagere Circle,L&O
AGID0869,CPI Kottur Circle,CPI,cpikotturvjn@ksp.gov.in,9480805735,,Vijayanagara,Kottur Circle,L&O
AGID0870,CPI Kudligi Circle,CPI,cpikudligivjn@ksp.gov.in,9480805734,,Vijayanagara,Kudligi Circle,L&O
AGID0871,CPI Kudremukha Circle,CPI,cpikudremukhackm@ksp.gov.in,9480805135,08263-254399,Chikkamagaluru,Kudremukha Circle,L&O
AGID0872,CPI Kumarapattanam Circle,CPI,cpikpmhvr@ksp.gov.in,9480804536,08373-240404,Haveri,Kumarapattanam Circle,L&O
AGID0873,CPI Kundapur Circle,CPI,cpikundapurudp@ksp.gov.in,9480805433,08254-230880,Udupi,Kundapur Circle,L&O
AGID0874,CPI Kurugodu Circle,CPI,cpikurugodublr@ksp.gov.in,9480803039,08393-263433,Ballari,Kurugodu Circle,L&O
AGID0875,CPI Kushalnagara Circle,CPI,cpiknagarmcr@ksp.gov.in,9480804932,8276274747,Kodagu,Kushalnagara Circle,L&O
AGID0876,CPI Kushtagi Circle,CPI,cpikushtagikpl@ksp.gov.in,9480803732,08536-267033,Koppal,Kushtagi Circle,L&O
AGID0877,CPI Kutta Circle,CPI,cpikuttamer@ksp.gov.in,9480804934,8274244325,Kodagu,Kutta Circle,L&O
AGID0878,CPI Kyathasandra Circle,CPI,kyathasandratkr@ksp.gov.in,9480802933,2281120,Tumkur,Kyathasandra Circle,L&O
AGID0879,CPI Maddur Rural Circle,CPI,cpimaddurmdy@ksp.gov.in,9480804836,823223215,Mandya,Maddur Rural Circle,L&O
AGID0880,CPI Madhugiri Circle,CPI,cpimadhugiritkr@ksp.gov.in,9480802940,08137-282381,Tumkur,Madhugiri Circle,L&O
AGID0881,CPI Madikeri Rural Circle,CPI,cpiruralmer@ksp.gov.in,9480804931,82722201,Kodagu,Madikeri Rural Circle,L&O
AGID0882,CPI Madikeri Town Circle,CPI,epitownmer@ksp.gov.in,9480804930,8272229149,Kodagu,Madikeri Town Circle,L&O
AGID0883,CPI Malpe Circle,CPI,cpimalpeudp@ksp.gov.in,9480805430,0820-2520329,Udupi,Malpe Circle,L&O
AGID0884,CPI Mandya Town Circle,CPI,cpitownmdy@ksp.gov.in,9480804830,8232223132,Mandya,Mandya Town Circle,L&O
AGID0885,CPI Mantala Circle,CPI,cpimanthalabdr@ksp.gov.in,9480803438,08481-259055,Bidar,Mantala Circle,L&O
AGID0886,CPI Maski Circle,CPI,cpimaskircr@ksp.gov.in,9480803834,08537-270850,Raichur,Maski Circle,L&O
AGID0887,CPI Mayakonda Circle,CPI,epiruraldvg@ksp.gov.in,9480803232,08192-272014,Davanagere,Mayakonda Circle,L&O
AGID0888,CPI Molkalmuru Circle,CPI,cpimlkcta@ksp.gov.in,9480803136,08198-229161,Chitradurga,Molkalmuru Circle,L&O
AGID0889,CPI Mudalgi Circle,CPI,cpimudalgibgm@ksp.gov.in,9480804035,08332-251499,Belagavi,Mudalgi Circle,L&O
AGID0890,CPI Muddebihal Circle,CPI,cpimuddebihalbjp@ksp.gov.in,9480804237,08356-220332,Vijayapura,Muddebihal Circle,L&O
AGID0891,CPI Mudhol Circle,CPI,cpimudholbgk@ksp.gov.in,9480803936,08350-280103,Bagalkote,Mudhol Circle,L&O
AGID0892,CPI Mudigere Circle,CPI,cpimudigereckm@ksp.gov.in,9480805132,08263-220999,Chikkamagaluru,Mudigere Circle,L&O
AGID0893,CPI Mulbagal (R) Circle,CPI,cpimulbagalklr@ksp.gov.in,9480802633,08159-242008,Kolar,Mulbagal (R) Circle,L&O
AGID0894,CPI Mysuru Rural Circle,CPI,cpiruralmys@ksp.gov.in,9480805031,8352252026,Mysuru,Mysuru Rural Circle,L&O
AGID0895,CPI N.R.Pura Circle,CPI,cpinrpurackm@ksp.gov.in,9480805134,08266-220038,Chikkamagaluru,N.R.Pura Circle,L&O
AGID0896,CPI Nagamangala Circle,CPI,epinmangalamdy@ksp.gov.in,9480804837,8234286294,Mandya,Nagamangala Circle,L&O
AGID0897,CPI Navalagund Circle,CPI,cpiruraldwd@ksp.gov.in,9480804330,,Dharwad,Navalagund Circle,L&O
AGID0898,CPI Navanagara Circle,CPI,cpibgktown.bkg@ksp.gov.in,9480803930,08354-235333,Bagalkote,Navanagara Circle,L&O
AGID0899,CPI Nidagundi Circle,CPI,cpinidagundibjp@ksp.gov.in,9480804236,08426-200100,Vijayapura,Nidagundi Circle,L&O
AGID0900,CPI Nippani Circle,CPI,cpinippanibgm@ksp.gov.in,9480804042,08338-220553,Belagavi,Nippani Circle,L&O
AGID0901,CPI Oorgaum Circle,CPI,cpioorgaumkgf@ksp.gov.in,9480802731,262530,KGF,Oorgaum Circle,L&O
AGID0902,CPI P.D.Halli Circle,CPI,cpiruralblr@ksp.gov.in,9480803031,,Ballari,P.D.Halli Circle,L&O
AGID0903,CPI Pavagada Rural Circle,CPI,cpipavagadaruraltkr@ksp.gov.in,9480802942,08136-295300,Tumkur,Pavagada Rural Circle,L&O
AGID0904,CPI Puttur (R) Circle,CPI,cpiputturruralmaq@ksp.gov.in,9480805333,08251-251055,Dakshina Kannada,Puttur (R) Circle,L&O
AGID0905,CPI Raichur West Circle,CPI,cpiwestrcr@ksp.gov.in,9480803831,08532-226856,Raichur,Raichur West Circle,L&O
AGID0906,CPI Ramadurga Circle,CPI,cpiramadurgabgm@ksp.gov.in,9480804040,08335-242233,Belagavi,Ramadurga Circle,L&O
AGID0907,CPI Ranebennur (T) Circle,CPI,cpiranebennurtownhvr@ksp.gov.in,9480804532,08373-260033,Haveri,Ranebennur (T) Circle,L&O
AGID0908,CPI Robertsonpet Circle,CPI,cpirobpetkgf@ksp.gov.in,9480802732,260776,KGF,Robertsonpet Circle,L&O
AGID0909,CPI Ron Circle,CPI,cpirongdg@ksp.gov.in,9480804434,08381-267244,Gadag,Ron Circle,L&O
AGID0910,CPI Rural Raichur Circle,CPI,cpiruralrcr@ksp.gov.in,9480803832,08532-235308,Raichur,Rural Raichur Circle,L&O
AGID0911,CPI Sakaleshapura Circle,CPI,cpisakaleshapurahsngksp.gov.in,9480804733,,Hassan,Sakaleshapura Circle,L&O
AGID0912,CPI Sandur Circle,CPI,cpisdrblr@ksp.gov.in,9480803036,08395-260249,Ballari,Sandur Circle,L&O
AGID0913,CPI Santhebennuru Circle,CPI,epichannagiridvg@ksp.gov.in,9480803230,08180-256437,Davanagere,Santhebennuru Circle,L&O
AGID0914,CPI Santhemaralli Circle,CPI,epismhallichn@ksp.gov.in,9480804630,822622463,Chamarajanagara,Santhemaralli Circle,L&O
AGID0915,CPI Sargur Circle,CPI,cpisargurmys@ksp.gov.in,9480805037,8228257542,Mysuru,Sargur Circle,L&O
AGID0916,CPI Sedam Circle,CPI,cpisedamgha@ksp.gov.in,9480803537,08441-276166,Kalaburagi,Sedam Circle,L&O
AGID0917,CPI Shahapur Circle,CPI,cpishahapurydr@ksp.gov,9480803535,08479-240150,Yadgiri,Shahapur Circle,L&O
AGID0918,CPI Shanthigrama Circle,CPI,epiruralhsn@ksp.gov.in,9480804737,,Hassan,Shanthigrama Circle,L&O
AGID0919,CPI Shiggoan Circle,CPI,cpishiggoanhvr@ksp.gov.in,9480804534,08378-255633,Haveri,Shiggoan Circle,L&O
AGID0920,CPI Shikaripura Circle,CPI,cpishikaripurashi@ksp.gov.in,9480803338,08187-222430,Shivamogga,Shikaripura Circle,L&O
AGID0921,CPI Shirahatti Circle,CPI,cpishirahattigdg@ksp.gov.in,9480804433,08487-242434,Gadag,Shirahatti Circle,L&O
AGID0570,CPI Shivamogga Traffic Circle,CPI,cpismgtraffieshi@ksp.gov.in,9480803339,08182-240666,Shivamogga,Shivamogga Traffic Circle,Traffic
AGID0922,CPI Sidlaghatta Circle,CPI,cpisghattacbpura@ksp.gov.in,9480802534,08158-256509,Chikkaballapura,Sidlaghatta Circle,L&O
AGID0923,CPI Sindagi Circle,CPI,cpishadagibjp@ksp.gov.in,9480804235,08488-222333,Vijayapura,Sindagi Circle,L&O
AGID0924,CPI Sindhanoor Circle,CPI,cpisindhanoorrcr@ksp.gov.in,9480803836,,Raichur,Sindhanoor Circle,L&O
AGID0925,CPI Sira Rural Circle,CPI,cpisiraruraltkr@ksp.gov.in,9480802934,08135-275257,Tumkur,Sira Rural Circle,L&O
AGID0926,CPI Sirsi Circle,CPI,cpisirsiukwr@ksp.gov.in,9480805238,08384-226260,Uttara Kannada,Sirsi Circle,L&O
AGID0927,CPI Siruguppa Circle,CPI,cpisgpblr@ksp.gov.in,9480803032,08396-220333,Ballari,Siruguppa Circle,L&O
AGID0928,CPI Sirwar Circle,CPI,cpisirwarrcr@ksp.gov.in,9480803837,,Raichur,Sirwar Circle,L&O
AGID0929,CPI Soraba Circle,CPI,cpisorabashi@ksp.gov.in,9480803339,08184-272122,Shivamogga,Soraba Circle,L&O
AGID0930,CPI Sulepeth Circle,CPI,cpisulupethgha@ksp.gov.in,9480803541,08475-295090,Kalaburagi,Sulepeth Circle,L&O
AGID0931,CPI Sullia Circle,CPI,cpisulliamaq@ksp.gov.in,9480805334,08257-233115,Dakshina Kannada,Sullia Circle,L&O
AGID0932,CPI T.B Dam Circle,CPI,cpithdamvjn@ksp.gov.in,9480805731,08394-224933,Vijayanagara,T.B Dam Circle,L&O
AGID0933,CPI Tarikere Circle,CPI,cpitarikereckm@ksp.gov.in,9480805136,08261-222690,Chikkamagaluru,Tarikere Circle,L&O
AGID0934,CPI Tekkalakote Circle,CPI,cpitkotablr@ksp.gov.in,9480803033,08396-248044,Ballari,Tekkalakote Circle,L&O
AGID0935,CPI Thalak Circle,CPI,cpiclkcta@ksp.gov.in,9480803132,08195-222688,Chitradurga,Thalak Circle,L&O
AGID0936,CPI Thilak Park Circle,CPI,cpithilakparktkr@ksp.gov.in,9480802932,2276424,Tumkur,Thilak Park Circle,L&O
AGID0937,CPI Tiptur Rural Circle,CPI,cpitiptururaltkr@ksp.gov.in,9480802938,08134-251387,Tumkur,Tiptur Rural Circle,L&O
AGID0938,CPI Tumkur Rural Circle,CPI,cpiruraltkr@ksp.gov.in,9480802931,2275301,Tumkur,Tumkur Rural Circle,L&O
AGID0939,CPI Turuvekere Circle,CPI,cpitvkeretkr@ksp.gov.in,9480802937,08139-287466,Tumkur,Turuvekere Circle,L&O
AGID0940,CPI Vijayapura Rural Circle,CPI,cpibijapurruralbjp@ksp.gov.in,9480804231,08352-251217,Vijayapura,Vijayapura Rural Circle,L&O
AGID0941,CPI Virajpet Circle,CPI,cpivpetmer@ksp.gov.in,9480804933,8274256462,Kodagu,Virajpet Circle,L&O
AGID0942,CPI Yadgiri Circle,CPI,cpiyadgirydr@ksp.gov.in,9480803534,08473-251117,Yadgiri,Yadgiri Circle,L&O
AGID0943,CPI Yelanduru Circle,CPI,cpiyelandurchn@ksp.gov.in,9480804631,8226240002,Chamarajanagara,Yelanduru Circle,L&O
AGID0944,CPI Yelburga PS,CPI,cpielburgakpl@ksp.gov.in,9480803733,08539-220133,Koppal,CYELBURGA PS,L&O
AGID0945,CPI Yeragera Circle,CPI,cpiyeragerarcr@ksp.gov.in,9480803838,,Raichur,CPI Yeragera Circle,L&O
AGID0134,Central Jail,,,,2355515,Hubballi–Dharwad City,Central Jail,CEN
AGID0135,Central Jail Belagavi,,cphgm.prisons-kar@gov.in,9480806473,2405275,Belagavi City,Central Jail Belagavi,CEN
AGID0769,Chinakurali OP,,,,8236268313,Mandya,Melukote PS,L&O
AGID0494,Circuit House,,,,08473-252102,Yadgiri,Circuit House,Guest House
AGID0492,Circuit House,,,,2420350,Belagavi City,Circuit House,Guest House
AGID0493,Circuit House,,,,2212287,Mangaluru City,Circuit House,Guest House
AGID0770,City SB,,,,22943245,Bengaluru City,City SB,L&O
AGID0469,Cmdt. Home Guard,Cmdt,,,2449485,Mysuru City,Cmdt. Home Guard,Home Guard
AGID0468,Cmdt. Home Guard,Cmdt,,,2442496,Hubballi–Dharwad City,Cmdt. Home Guard,Home Guard
AGID0228,Coast Guard Karwar,,coastguardukwr@nic.in,,8382229857,Uttara Kannada,Coast Guard Karwar,Coast Guard
AGID0229,Coast Guard Toll Free,,,,,Uttara Kannada,Coast Guard Toll Free,Coast Guard
AGID0473,Comdt Home Guard,Cmdt,,,08192-255784,Davanagere,Comdt Home Guard,Home Guard
AGID0474,Comdt. Home Guards,Cmdt,,,08472-263024,Kalaburagi,Comdt. Home Guards,Home Guard
AGID0136,Command Centre,,,,22202593,Bengaluru City,Command Centre,CEN
AGID1402,Commdt. KSRP 6 Bn,Cmdt,,9480805806,08472-212196,6th Bn – Kalaburagi,Commdt. KSRP 6 Bn,KSRP
AGID0771,Commissioner Corporation,,itstop_ulb_belgaum@yahoo.com,,2405304,Belagavi City,Commissioner Corporation,Other
AGID0234,Computer Section,,ccydr@ksp.gov.in,9480806054,08473-253796,Yadgiri,Computer Section,Computer
AGID0233,Computer Section,,,9480806040,,Haveri,Computer Section,Computer
AGID0231,Computer Section,,,,,Bengaluru,Computer Section,Computer
AGID0232,Computer Section,,,,08372-234669,Gadag,Computer Section,Computer
AGID0230,Computer Section,,,,22943553,Bengaluru City,Computer Section,Computer
AGID0772,Conference Hall,,,,22943274,Bengaluru City,Conference Hall,L&O
AGID0010,Control Room,,citycontrolkbe@ksp.gov.in,9480805500,228113-F,Kalaburagi City,City C/Room,C/Room
AGID0082,Control Room,,,,22943441,Bengaluru City,CAR West C/Room,C/Room
AGID0044,Control Room,,debjp@ksp.gov.in,9480804200,08352-250751,Vijayapura,Control Room,C/Room
AGID0020,Control Room,,dcbdr@ksp.gov.in,9480803400,08482-226704,Bidar,Control Room,C/Room
AGID0007,Control Room,,,,22208393,Bengaluru,Central Range C/Room,C/Room
AGID2629,Control Room,,Ndcrehqcontrolroom@ksp.gov.in,9480806100,080-22268001,HQ,Control Room,DCRE
AGID0036,Control Room,,dcmdy@ksp.gov.in,9480804800,8232224888,Mandya,Control Room,C/Room
AGID0054,Control Room,,,9480801400,22943060,Bengaluru City,North-East C/Room,C/Room
AGID0046,Control Room,,dcukwr@ksp.gov.in,9480805200,08382-226550,Uttara Kannada,Control Room,C/Room
AGID0058,Control Room,,southeastbcper@ksp.gov.in,9480801600,22943481,Bengaluru City,South-East C/Room,C/Room
AGID0081,Control Room,,,,22943441,Bengaluru City,CAR West C/Room,C/Room
AGID0067,Control Room,,,,22943030,Bengaluru City,Traffic West C/Room,C/Room
AGID1572,Control Room,PI,,9480803303,,Shivamogga,PI (W),C/Room
AGID0018,Control Room,,dcbgm@ksp.gov.in,9480804000,0831-2405231,Belagavi,Control Room,C/Room
AGID0009,Control Room,,cerhub@ksp.gov.in,9480802000,0836-2233555,Hubballi–Dharwad City,City C/Room,C/Room
AGID0027,Control Room,,dedwd@ksp.gov.in,9480804309,0836-2233201,Dharwad,Control Room,C/Room
AGID0062,Control Room,,,,22943131,Bengaluru City,Traffic East C/Room,C/Room
AGID0038,Control Room,,dcrrcr@ksp.gov.in,9480803800,08532-235635,Raichur,Control Room,C/Room
AGID0024,Control Room,,decta@ksp.gov.in,9480803100,08194-222782,Chitradurga,Control Room,C/Room
AGID0951,Control Room,,,,822622316,Chamarajanagara,Disaster C/Room,C/Room
AGID0028,Control Room,,degdg@ksp.gov.in,9480804400,08372-220509,Gadag,Control Room,C/Room
AGID0031,Control Room,,degha@ksp.gov.in,9480803509,08472-279180-F,Kalaburagi,Control Room,C/Room
AGID0040,Control Room,,desmg@ksp.gov.in,9480803300,08182-261413,Shivamogga,Control Room,C/Room
AGID0045,Control Room,,deydr@ksp.gov.in,9480803600,08473-253778,Yadgiri,Control Room,C/Room
AGID0016,Control Room,,debgk@ksp.gov.in,9480803900,08354-235079,Bagalkote,Control Room,C/Room
AGID0066,Control Room,,,9480801097,22942704,Bengaluru City,Traffic South C/Room,C/Room
AGID0041,Control Room,,detkr@ksp.gov.in,9480802900,2278000-F,Tumkur,Control Room,C/Room
AGID0026,Control Room,,dedvg@ksp.gov.in,9480803200,08192-253100,Davanagere,Control Room,C/Room
AGID0074,Control Room,ACP,,9480802223,2418542,Mysuru City,ACP (W) City C/Room,C/Room
AGID0077,Control Room,,,9480801046,22943222,Bengaluru City,CAR North C/Room,C/Room
AGID0063,Control Room,,,9480801096,22943030,Bengaluru City,Traffic North C/Room,C/Room
AGID0015,Control Room,DCP,dcpcontrol@ksp.gov.in,9480801004,22942338,Bengaluru City,DCP(W) C/Room,C/Room
AGID0013,Control Room,,ccrblore@ksp.gov.in,8277945406,22942222,Bengaluru City,Control Room,C/Room
AGID0037,Control Room,,dcmys@ksp.gov.in,9480805000,8212443535,Mysuru,Control Room,C/Room
AGID0017,Control Room,,deblr@ksp.gov.in,9480803000,08392-258100,Ballari,Control Room,C/Room
AGID0035,Control Room,,dekpl@ksp.gov.in,9480803700,08539-230222,Koppal,Control Room,C/Room
AGID1348,Control Room,ACP,,9480801036,22200914,Bengaluru City,ACP (W) C/R,C/Room
AGID0049,Control Room,,,,22943000,Bengaluru City,Hoysala C/Room,C/Room
AGID0050,Control Room,,,,22943322,Bengaluru City,Master C/Room,C/Room
AGID0075,Control Room,,,,22943555,Bengaluru City,CAR HQ C/Room,C/Room
